p cnf 59 2684
4 21 27 39 45 57 0
4 21 27 39 51 57 0
4 21 27 45 51 57 0
4 21 33 39 45 51 0
4 21 33 39 45 57 0
4 21 33 39 51 57 0
4 21 33 45 51 57 0
4 21 39 45 51 57 0
4 27 33 39 45 51 0
4 27 33 39 45 57 0
4 27 33 39 51 57 0
4 27 33 45 51 57 0
4 27 39 45 51 57 0
4 33 39 45 51 57 0
15 21 27 33 39 0
15 21 27 33 45 0
15 21 27 33 51 0
15 21 27 33 57 0
15 21 27 39 45 0
15 21 27 39 51 0
15 21 27 39 57 0
15 21 27 45 51 0
15 21 27 45 57 0
15 21 27 51 57 0
15 21 33 39 45 0
15 21 33 39 51 0
15 21 33 39 57 0
15 21 33 45 51 0
15 21 33 45 57 0
15 21 33 51 57 0
15 21 39 45 51 0
15 21 39 45 57 0
15 21 39 51 57 0
15 21 45 51 57 0
15 27 33 39 45 0
15 27 33 39 51 0
15 27 33 39 57 0
15 27 33 45 51 0
15 27 33 45 57 0
15 27 33 51 57 0
15 27 39 45 51 0
15 27 39 45 57 0
15 27 39 51 57 0
15 27 45 51 57 0
15 33 39 45 51 0
15 33 39 45 57 0
15 33 39 51 57 0
15 33 45 51 57 0
15 39 45 51 57 0
21 27 33 39 45 0
21 27 33 39 51 0
21 27 33 39 57 0
21 27 33 45 51 0
21 27 33 45 57 0
21 27 33 51 57 0
21 27 39 45 51 0
21 27 39 45 57 0
21 27 39 51 57 0
21 27 45 51 57 0
21 33 39 45 51 0
21 33 39 45 57 0
21 33 39 51 57 0
21 33 45 51 57 0
21 39 45 51 57 0
27 33 39 45 51 0
27 33 39 45 57 0
27 33 39 51 57 0
27 33 45 51 57 0
27 39 45 51 57 0
33 39 45 51 57 0
15 21 27 33 39 45 0
15 21 27 33 39 51 0
15 21 27 33 39 57 0
15 21 27 33 45 51 0
15 21 27 33 45 57 0
15 21 27 33 51 57 0
15 21 27 39 45 51 0
15 21 27 39 45 57 0
15 21 27 39 51 57 0
15 21 27 45 51 57 0
15 21 33 39 45 51 0
15 21 33 39 45 57 0
15 21 33 39 51 57 0
15 21 33 45 51 57 0
15 21 39 45 51 57 0
15 27 33 39 45 51 0
15 27 33 39 45 57 0
15 27 33 39 51 57 0
15 27 33 45 51 57 0
15 27 39 45 51 57 0
15 33 39 45 51 57 0
21 27 33 39 45 51 0
21 27 33 39 45 57 0
21 27 33 39 51 57 0
21 27 33 45 51 57 0
21 27 39 45 51 57 0
21 33 39 45 51 57 0
27 33 39 45 51 57 0
-5 -10 -16 -22 -28 -34 0
-5 -10 -16 -22 -28 -40 0
-5 -10 -16 -22 -28 -46 0
-5 -10 -16 -22 -28 -52 0
-5 -10 -16 -22 -28 -58 0
-5 -10 -16 -22 -34 -40 0
-5 -10 -16 -22 -34 -46 0
-5 -10 -16 -22 -34 -52 0
-5 -10 -16 -22 -34 -58 0
-5 -10 -16 -22 -40 -46 0
-5 -10 -16 -22 -40 -52 0
-5 -10 -16 -22 -40 -58 0
-5 -10 -16 -22 -46 -52 0
-5 -10 -16 -22 -46 -58 0
-5 -10 -16 -22 -52 -58 0
-5 -10 -16 -28 -34 -40 0
-5 -10 -16 -28 -34 -46 0
-5 -10 -16 -28 -34 -52 0
-5 -10 -16 -28 -34 -58 0
-5 -10 -16 -28 -40 -46 0
-5 -10 -16 -28 -40 -52 0
-5 -10 -16 -28 -40 -58 0
-5 -10 -16 -28 -46 -52 0
-5 -10 -16 -28 -46 -58 0
-5 -10 -16 -28 -52 -58 0
-5 -10 -16 -34 -40 -46 0
-5 -10 -16 -34 -40 -52 0
-5 -10 -16 -34 -40 -58 0
-5 -10 -16 -34 -46 -52 0
-5 -10 -16 -34 -46 -58 0
-5 -10 -16 -34 -52 -58 0
-5 -10 -16 -40 -46 -52 0
-5 -10 -16 -40 -46 -58 0
-5 -10 -16 -40 -52 -58 0
-5 -10 -16 -46 -52 -58 0
-5 -10 -22 -28 -34 -40 0
-5 -10 -22 -28 -34 -46 0
-5 -10 -22 -28 -34 -52 0
-5 -10 -22 -28 -34 -58 0
-5 -10 -22 -28 -40 -46 0
-5 -10 -22 -28 -40 -52 0
-5 -10 -22 -28 -40 -58 0
-5 -10 -22 -28 -46 -52 0
-5 -10 -22 -28 -46 -58 0
-5 -10 -22 -28 -52 -58 0
-5 -10 -22 -34 -40 -46 0
-5 -10 -22 -34 -40 -52 0
-5 -10 -22 -34 -40 -58 0
-5 -10 -22 -34 -46 -52 0
-5 -10 -22 -34 -46 -58 0
-5 -10 -22 -34 -52 -58 0
-5 -10 -22 -40 -46 -52 0
-5 -10 -22 -40 -46 -58 0
-5 -10 -22 -40 -52 -58 0
-5 -10 -22 -46 -52 -58 0
-5 -10 -28 -34 -40 -46 0
-5 -10 -28 -34 -40 -52 0
-5 -10 -28 -34 -40 -58 0
-5 -10 -28 -34 -46 -52 0
-5 -10 -28 -34 -46 -58 0
-5 -10 -28 -34 -52 -58 0
-5 -10 -28 -40 -46 -52 0
-5 -10 -28 -40 -46 -58 0
-5 -10 -28 -40 -52 -58 0
-5 -10 -28 -46 -52 -58 0
-5 -10 -34 -40 -46 -52 0
-5 -10 -34 -40 -46 -58 0
-5 -10 -34 -40 -52 -58 0
-5 -10 -34 -46 -52 -58 0
-5 -10 -40 -46 -52 -58 0
-5 -16 -22 -28 -34 -40 0
-5 -16 -22 -28 -34 -46 0
-5 -16 -22 -28 -34 -52 0
-5 -16 -22 -28 -34 -58 0
-5 -16 -22 -28 -40 -46 0
-5 -16 -22 -28 -40 -52 0
-5 -16 -22 -28 -40 -58 0
-5 -16 -22 -28 -46 -52 0
-5 -16 -22 -28 -46 -58 0
-5 -16 -22 -28 -52 -58 0
-5 -16 -22 -34 -40 -46 0
-5 -16 -22 -34 -40 -52 0
-5 -16 -22 -34 -40 -58 0
-5 -16 -22 -34 -46 -52 0
-5 -16 -22 -34 -46 -58 0
-5 -16 -22 -34 -52 -58 0
-5 -16 -22 -40 -46 -52 0
-5 -16 -22 -40 -46 -58 0
-5 -16 -22 -40 -52 -58 0
-5 -16 -22 -46 -52 -58 0
-5 -16 -28 -34 -40 -46 0
-5 -16 -28 -34 -40 -52 0
-5 -16 -28 -34 -40 -58 0
-5 -16 -28 -34 -46 -52 0
-5 -16 -28 -34 -46 -58 0
-5 -16 -28 -34 -52 -58 0
-5 -16 -28 -40 -46 -52 0
-5 -16 -28 -40 -46 -58 0
-5 -16 -28 -40 -52 -58 0
-5 -16 -28 -46 -52 -58 0
-5 -16 -34 -40 -46 -52 0
-5 -16 -34 -40 -46 -58 0
-5 -16 -34 -40 -52 -58 0
-5 -16 -34 -46 -52 -58 0
-5 -16 -40 -46 -52 -58 0
-5 -22 -28 -34 -40 -46 0
-5 -22 -28 -34 -40 -52 0
-5 -22 -28 -34 -40 -58 0
-5 -22 -28 -34 -46 -52 0
-5 -22 -28 -34 -46 -58 0
-5 -22 -28 -34 -52 -58 0
-5 -22 -28 -40 -46 -52 0
-5 -22 -28 -40 -46 -58 0
-5 -22 -28 -40 -52 -58 0
-5 -22 -28 -46 -52 -58 0
-5 -22 -34 -40 -46 -52 0
-5 -22 -34 -40 -46 -58 0
-5 -22 -34 -40 -52 -58 0
-5 -22 -34 -46 -52 -58 0
-5 -22 -40 -46 -52 -58 0
-5 -28 -34 -40 -46 -52 0
-5 -28 -34 -40 -46 -58 0
-5 -28 -34 -40 -52 -58 0
-5 -28 -34 -46 -52 -58 0
-5 -28 -40 -46 -52 -58 0
-5 -34 -40 -46 -52 -58 0
-10 -16 -22 -28 -34 -40 0
-10 -16 -22 -28 -34 -46 0
-10 -16 -22 -28 -34 -52 0
-10 -16 -22 -28 -34 -58 0
-10 -16 -22 -28 -40 -46 0
-10 -16 -22 -28 -40 -52 0
-10 -16 -22 -28 -40 -58 0
-10 -16 -22 -28 -46 -52 0
-10 -16 -22 -28 -46 -58 0
-10 -16 -22 -28 -52 -58 0
-10 -16 -22 -34 -40 -46 0
-10 -16 -22 -34 -40 -52 0
-10 -16 -22 -34 -40 -58 0
-10 -16 -22 -34 -46 -52 0
-10 -16 -22 -34 -46 -58 0
-10 -16 -22 -34 -52 -58 0
-10 -16 -22 -40 -46 -52 0
-10 -16 -22 -40 -46 -58 0
-10 -16 -22 -40 -52 -58 0
-10 -16 -22 -46 -52 -58 0
-10 -16 -28 -34 -40 -46 0
-10 -16 -28 -34 -40 -52 0
-10 -16 -28 -34 -40 -58 0
-10 -16 -28 -34 -46 -52 0
-10 -16 -28 -34 -46 -58 0
-10 -16 -28 -34 -52 -58 0
-10 -16 -28 -40 -46 -52 0
-10 -16 -28 -40 -46 -58 0
-10 -16 -28 -40 -52 -58 0
-10 -16 -28 -46 -52 -58 0
-10 -16 -34 -40 -46 -52 0
-10 -16 -34 -40 -46 -58 0
-10 -16 -34 -40 -52 -58 0
-10 -16 -34 -46 -52 -58 0
-10 -16 -40 -46 -52 -58 0
-10 -22 -28 -34 -40 -46 0
-10 -22 -28 -34 -40 -52 0
-10 -22 -28 -34 -40 -58 0
-10 -22 -28 -34 -46 -52 0
-10 -22 -28 -34 -46 -58 0
-10 -22 -28 -34 -52 -58 0
-10 -22 -28 -40 -46 -52 0
-10 -22 -28 -40 -46 -58 0
-10 -22 -28 -40 -52 -58 0
-10 -22 -28 -46 -52 -58 0
-10 -22 -34 -40 -46 -52 0
-10 -22 -34 -40 -46 -58 0
-10 -22 -34 -40 -52 -58 0
-10 -22 -34 -46 -52 -58 0
-10 -22 -40 -46 -52 -58 0
-10 -28 -34 -40 -46 -52 0
-10 -28 -34 -40 -46 -58 0
-10 -28 -34 -40 -52 -58 0
-10 -28 -34 -46 -52 -58 0
-10 -28 -40 -46 -52 -58 0
-10 -34 -40 -46 -52 -58 0
-16 -22 -28 -34 -40 -46 0
-16 -22 -28 -34 -40 -52 0
-16 -22 -28 -34 -40 -58 0
-16 -22 -28 -34 -46 -52 0
-16 -22 -28 -34 -46 -58 0
-16 -22 -28 -34 -52 -58 0
-16 -22 -28 -40 -46 -52 0
-16 -22 -28 -40 -46 -58 0
-16 -22 -28 -40 -52 -58 0
-16 -22 -28 -46 -52 -58 0
-16 -22 -34 -40 -46 -52 0
-16 -22 -34 -40 -46 -58 0
-16 -22 -34 -40 -52 -58 0
-16 -22 -34 -46 -52 -58 0
-16 -22 -40 -46 -52 -58 0
-16 -28 -34 -40 -46 -52 0
-16 -28 -34 -40 -46 -58 0
-16 -28 -34 -40 -52 -58 0
-16 -28 -34 -46 -52 -58 0
-16 -28 -40 -46 -52 -58 0
-16 -34 -40 -46 -52 -58 0
-22 -28 -34 -40 -46 -52 0
-22 -28 -34 -40 -46 -58 0
-22 -28 -34 -40 -52 -58 0
-22 -28 -34 -46 -52 -58 0
-22 -28 -40 -46 -52 -58 0
-22 -34 -40 -46 -52 -58 0
-28 -34 -40 -46 -52 -58 0
5 10 16 22 28 34 0
5 10 16 22 28 40 0
5 10 16 22 28 46 0
5 10 16 22 28 52 0
5 10 16 22 28 58 0
5 10 16 22 34 40 0
5 10 16 22 34 46 0
5 10 16 22 34 52 0
5 10 16 22 34 58 0
5 10 16 22 40 46 0
5 10 16 22 40 52 0
5 10 16 22 40 58 0
5 10 16 22 46 52 0
5 10 16 22 46 58 0
5 10 16 22 52 58 0
5 10 16 28 34 40 0
5 10 16 28 34 46 0
5 10 16 28 34 52 0
5 10 16 28 34 58 0
5 10 16 28 40 46 0
5 10 16 28 40 52 0
5 10 16 28 40 58 0
5 10 16 28 46 52 0
5 10 16 28 46 58 0
5 10 16 28 52 58 0
5 10 16 34 40 46 0
5 10 16 34 40 52 0
5 10 16 34 40 58 0
5 10 16 34 46 52 0
5 10 16 34 46 58 0
5 10 16 34 52 58 0
5 10 16 40 46 52 0
5 10 16 40 46 58 0
5 10 16 40 52 58 0
5 10 16 46 52 58 0
5 10 22 28 34 40 0
5 10 22 28 34 46 0
5 10 22 28 34 52 0
5 10 22 28 34 58 0
5 10 22 28 40 46 0
5 10 22 28 40 52 0
5 10 22 28 40 58 0
5 10 22 28 46 52 0
5 10 22 28 46 58 0
5 10 22 28 52 58 0
5 10 22 34 40 46 0
5 10 22 34 40 52 0
5 10 22 34 40 58 0
5 10 22 34 46 52 0
5 10 22 34 46 58 0
5 10 22 34 52 58 0
5 10 22 40 46 52 0
5 10 22 40 46 58 0
5 10 22 40 52 58 0
5 10 22 46 52 58 0
5 10 28 34 40 46 0
5 10 28 34 40 52 0
5 10 28 34 40 58 0
5 10 28 34 46 52 0
5 10 28 34 46 58 0
5 10 28 34 52 58 0
5 10 28 40 46 52 0
5 10 28 40 46 58 0
5 10 28 40 52 58 0
5 10 28 46 52 58 0
5 10 34 40 46 52 0
5 10 34 40 46 58 0
5 10 34 40 52 58 0
5 10 34 46 52 58 0
5 10 40 46 52 58 0
5 16 22 28 34 40 0
5 16 22 28 34 46 0
5 16 22 28 34 52 0
5 16 22 28 34 58 0
5 16 22 28 40 46 0
5 16 22 28 40 52 0
5 16 22 28 40 58 0
5 16 22 28 46 52 0
5 16 22 28 46 58 0
5 16 22 28 52 58 0
5 16 22 34 40 46 0
5 16 22 34 40 52 0
5 16 22 34 40 58 0
5 16 22 34 46 52 0
5 16 22 34 46 58 0
5 16 22 34 52 58 0
5 16 22 40 46 52 0
5 16 22 40 46 58 0
5 16 22 40 52 58 0
5 16 22 46 52 58 0
5 16 28 34 40 46 0
5 16 28 34 40 52 0
5 16 28 34 40 58 0
5 16 28 34 46 52 0
5 16 28 34 46 58 0
5 16 28 34 52 58 0
5 16 28 40 46 52 0
5 16 28 40 46 58 0
5 16 28 40 52 58 0
5 16 28 46 52 58 0
5 16 34 40 46 52 0
5 16 34 40 46 58 0
5 16 34 40 52 58 0
5 16 34 46 52 58 0
5 16 40 46 52 58 0
5 22 28 34 40 46 0
5 22 28 34 40 52 0
5 22 28 34 40 58 0
5 22 28 34 46 52 0
5 22 28 34 46 58 0
5 22 28 34 52 58 0
5 22 28 40 46 52 0
5 22 28 40 46 58 0
5 22 28 40 52 58 0
5 22 28 46 52 58 0
5 22 34 40 46 52 0
5 22 34 40 46 58 0
5 22 34 40 52 58 0
5 22 34 46 52 58 0
5 22 40 46 52 58 0
5 28 34 40 46 52 0
5 28 34 40 46 58 0
5 28 34 40 52 58 0
5 28 34 46 52 58 0
5 28 40 46 52 58 0
5 34 40 46 52 58 0
10 16 22 28 34 40 0
10 16 22 28 34 46 0
10 16 22 28 34 52 0
10 16 22 28 34 58 0
10 16 22 28 40 46 0
10 16 22 28 40 52 0
10 16 22 28 40 58 0
10 16 22 28 46 52 0
10 16 22 28 46 58 0
10 16 22 28 52 58 0
10 16 22 34 40 46 0
10 16 22 34 40 52 0
10 16 22 34 40 58 0
10 16 22 34 46 52 0
10 16 22 34 46 58 0
10 16 22 34 52 58 0
10 16 22 40 46 52 0
10 16 22 40 46 58 0
10 16 22 40 52 58 0
10 16 22 46 52 58 0
10 16 28 34 40 46 0
10 16 28 34 40 52 0
10 16 28 34 40 58 0
10 16 28 34 46 52 0
10 16 28 34 46 58 0
10 16 28 34 52 58 0
10 16 28 40 46 52 0
10 16 28 40 46 58 0
10 16 28 40 52 58 0
10 16 28 46 52 58 0
10 16 34 40 46 52 0
10 16 34 40 46 58 0
10 16 34 40 52 58 0
10 16 34 46 52 58 0
10 16 40 46 52 58 0
10 22 28 34 40 46 0
10 22 28 34 40 52 0
10 22 28 34 40 58 0
10 22 28 34 46 52 0
10 22 28 34 46 58 0
10 22 28 34 52 58 0
10 22 28 40 46 52 0
10 22 28 40 46 58 0
10 22 28 40 52 58 0
10 22 28 46 52 58 0
10 22 34 40 46 52 0
10 22 34 40 46 58 0
10 22 34 40 52 58 0
10 22 34 46 52 58 0
10 22 40 46 52 58 0
10 28 34 40 46 52 0
10 28 34 40 46 58 0
10 28 34 40 52 58 0
10 28 34 46 52 58 0
10 28 40 46 52 58 0
10 34 40 46 52 58 0
16 22 28 34 40 46 0
16 22 28 34 40 52 0
16 22 28 34 40 58 0
16 22 28 34 46 52 0
16 22 28 34 46 58 0
16 22 28 34 52 58 0
16 22 28 40 46 52 0
16 22 28 40 46 58 0
16 22 28 40 52 58 0
16 22 28 46 52 58 0
16 22 34 40 46 52 0
16 22 34 40 46 58 0
16 22 34 40 52 58 0
16 22 34 46 52 58 0
16 22 40 46 52 58 0
16 28 34 40 46 52 0
16 28 34 40 46 58 0
16 28 34 40 52 58 0
16 28 34 46 52 58 0
16 28 40 46 52 58 0
16 34 40 46 52 58 0
22 28 34 40 46 52 0
22 28 34 40 46 58 0
22 28 34 40 52 58 0
22 28 34 46 52 58 0
22 28 40 46 52 58 0
22 34 40 46 52 58 0
28 34 40 46 52 58 0
-6 -11 -17 -23 -29 -35 0
-6 -11 -17 -23 -29 -41 0
-6 -11 -17 -23 -29 -47 0
-6 -11 -17 -23 -29 -53 0
-6 -11 -17 -23 -29 -59 0
-6 -11 -17 -23 -35 -41 0
-6 -11 -17 -23 -35 -47 0
-6 -11 -17 -23 -35 -53 0
-6 -11 -17 -23 -35 -59 0
-6 -11 -17 -23 -41 -47 0
-6 -11 -17 -23 -41 -53 0
-6 -11 -17 -23 -41 -59 0
-6 -11 -17 -23 -47 -53 0
-6 -11 -17 -23 -47 -59 0
-6 -11 -17 -23 -53 -59 0
-6 -11 -17 -29 -35 -41 0
-6 -11 -17 -29 -35 -47 0
-6 -11 -17 -29 -35 -53 0
-6 -11 -17 -29 -35 -59 0
-6 -11 -17 -29 -41 -47 0
-6 -11 -17 -29 -41 -53 0
-6 -11 -17 -29 -41 -59 0
-6 -11 -17 -29 -47 -53 0
-6 -11 -17 -29 -47 -59 0
-6 -11 -17 -29 -53 -59 0
-6 -11 -17 -35 -41 -47 0
-6 -11 -17 -35 -41 -53 0
-6 -11 -17 -35 -41 -59 0
-6 -11 -17 -35 -47 -53 0
-6 -11 -17 -35 -47 -59 0
-6 -11 -17 -35 -53 -59 0
-6 -11 -17 -41 -47 -53 0
-6 -11 -17 -41 -47 -59 0
-6 -11 -17 -41 -53 -59 0
-6 -11 -17 -47 -53 -59 0
-6 -11 -23 -29 -35 -41 0
-6 -11 -23 -29 -35 -47 0
-6 -11 -23 -29 -35 -53 0
-6 -11 -23 -29 -35 -59 0
-6 -11 -23 -29 -41 -47 0
-6 -11 -23 -29 -41 -53 0
-6 -11 -23 -29 -41 -59 0
-6 -11 -23 -29 -47 -53 0
-6 -11 -23 -29 -47 -59 0
-6 -11 -23 -29 -53 -59 0
-6 -11 -23 -35 -41 -47 0
-6 -11 -23 -35 -41 -53 0
-6 -11 -23 -35 -41 -59 0
-6 -11 -23 -35 -47 -53 0
-6 -11 -23 -35 -47 -59 0
-6 -11 -23 -35 -53 -59 0
-6 -11 -23 -41 -47 -53 0
-6 -11 -23 -41 -47 -59 0
-6 -11 -23 -41 -53 -59 0
-6 -11 -23 -47 -53 -59 0
-6 -11 -29 -35 -41 -47 0
-6 -11 -29 -35 -41 -53 0
-6 -11 -29 -35 -41 -59 0
-6 -11 -29 -35 -47 -53 0
-6 -11 -29 -35 -47 -59 0
-6 -11 -29 -35 -53 -59 0
-6 -11 -29 -41 -47 -53 0
-6 -11 -29 -41 -47 -59 0
-6 -11 -29 -41 -53 -59 0
-6 -11 -29 -47 -53 -59 0
-6 -11 -35 -41 -47 -53 0
-6 -11 -35 -41 -47 -59 0
-6 -11 -35 -41 -53 -59 0
-6 -11 -35 -47 -53 -59 0
-6 -11 -41 -47 -53 -59 0
-6 -17 -23 -29 -35 -41 0
-6 -17 -23 -29 -35 -47 0
-6 -17 -23 -29 -35 -53 0
-6 -17 -23 -29 -35 -59 0
-6 -17 -23 -29 -41 -47 0
-6 -17 -23 -29 -41 -53 0
-6 -17 -23 -29 -41 -59 0
-6 -17 -23 -29 -47 -53 0
-6 -17 -23 -29 -47 -59 0
-6 -17 -23 -29 -53 -59 0
-6 -17 -23 -35 -41 -47 0
-6 -17 -23 -35 -41 -53 0
-6 -17 -23 -35 -41 -59 0
-6 -17 -23 -35 -47 -53 0
-6 -17 -23 -35 -47 -59 0
-6 -17 -23 -35 -53 -59 0
-6 -17 -23 -41 -47 -53 0
-6 -17 -23 -41 -47 -59 0
-6 -17 -23 -41 -53 -59 0
-6 -17 -23 -47 -53 -59 0
-6 -17 -29 -35 -41 -47 0
-6 -17 -29 -35 -41 -53 0
-6 -17 -29 -35 -41 -59 0
-6 -17 -29 -35 -47 -53 0
-6 -17 -29 -35 -47 -59 0
-6 -17 -29 -35 -53 -59 0
-6 -17 -29 -41 -47 -53 0
-6 -17 -29 -41 -47 -59 0
-6 -17 -29 -41 -53 -59 0
-6 -17 -29 -47 -53 -59 0
-6 -17 -35 -41 -47 -53 0
-6 -17 -35 -41 -47 -59 0
-6 -17 -35 -41 -53 -59 0
-6 -17 -35 -47 -53 -59 0
-6 -17 -41 -47 -53 -59 0
-6 -23 -29 -35 -41 -47 0
-6 -23 -29 -35 -41 -53 0
-6 -23 -29 -35 -41 -59 0
-6 -23 -29 -35 -47 -53 0
-6 -23 -29 -35 -47 -59 0
-6 -23 -29 -35 -53 -59 0
-6 -23 -29 -41 -47 -53 0
-6 -23 -29 -41 -47 -59 0
-6 -23 -29 -41 -53 -59 0
-6 -23 -29 -47 -53 -59 0
-6 -23 -35 -41 -47 -53 0
-6 -23 -35 -41 -47 -59 0
-6 -23 -35 -41 -53 -59 0
-6 -23 -35 -47 -53 -59 0
-6 -23 -41 -47 -53 -59 0
-6 -29 -35 -41 -47 -53 0
-6 -29 -35 -41 -47 -59 0
-6 -29 -35 -41 -53 -59 0
-6 -29 -35 -47 -53 -59 0
-6 -29 -41 -47 -53 -59 0
-6 -35 -41 -47 -53 -59 0
-11 -17 -23 -29 -35 -41 0
-11 -17 -23 -29 -35 -47 0
-11 -17 -23 -29 -35 -53 0
-11 -17 -23 -29 -35 -59 0
-11 -17 -23 -29 -41 -47 0
-11 -17 -23 -29 -41 -53 0
-11 -17 -23 -29 -41 -59 0
-11 -17 -23 -29 -47 -53 0
-11 -17 -23 -29 -47 -59 0
-11 -17 -23 -29 -53 -59 0
-11 -17 -23 -35 -41 -47 0
-11 -17 -23 -35 -41 -53 0
-11 -17 -23 -35 -41 -59 0
-11 -17 -23 -35 -47 -53 0
-11 -17 -23 -35 -47 -59 0
-11 -17 -23 -35 -53 -59 0
-11 -17 -23 -41 -47 -53 0
-11 -17 -23 -41 -47 -59 0
-11 -17 -23 -41 -53 -59 0
-11 -17 -23 -47 -53 -59 0
-11 -17 -29 -35 -41 -47 0
-11 -17 -29 -35 -41 -53 0
-11 -17 -29 -35 -41 -59 0
-11 -17 -29 -35 -47 -53 0
-11 -17 -29 -35 -47 -59 0
-11 -17 -29 -35 -53 -59 0
-11 -17 -29 -41 -47 -53 0
-11 -17 -29 -41 -47 -59 0
-11 -17 -29 -41 -53 -59 0
-11 -17 -29 -47 -53 -59 0
-11 -17 -35 -41 -47 -53 0
-11 -17 -35 -41 -47 -59 0
-11 -17 -35 -41 -53 -59 0
-11 -17 -35 -47 -53 -59 0
-11 -17 -41 -47 -53 -59 0
-11 -23 -29 -35 -41 -47 0
-11 -23 -29 -35 -41 -53 0
-11 -23 -29 -35 -41 -59 0
-11 -23 -29 -35 -47 -53 0
-11 -23 -29 -35 -47 -59 0
-11 -23 -29 -35 -53 -59 0
-11 -23 -29 -41 -47 -53 0
-11 -23 -29 -41 -47 -59 0
-11 -23 -29 -41 -53 -59 0
-11 -23 -29 -47 -53 -59 0
-11 -23 -35 -41 -47 -53 0
-11 -23 -35 -41 -47 -59 0
-11 -23 -35 -41 -53 -59 0
-11 -23 -35 -47 -53 -59 0
-11 -23 -41 -47 -53 -59 0
-11 -29 -35 -41 -47 -53 0
-11 -29 -35 -41 -47 -59 0
-11 -29 -35 -41 -53 -59 0
-11 -29 -35 -47 -53 -59 0
-11 -29 -41 -47 -53 -59 0
-11 -35 -41 -47 -53 -59 0
-17 -23 -29 -35 -41 -47 0
-17 -23 -29 -35 -41 -53 0
-17 -23 -29 -35 -41 -59 0
-17 -23 -29 -35 -47 -53 0
-17 -23 -29 -35 -47 -59 0
-17 -23 -29 -35 -53 -59 0
-17 -23 -29 -41 -47 -53 0
-17 -23 -29 -41 -47 -59 0
-17 -23 -29 -41 -53 -59 0
-17 -23 -29 -47 -53 -59 0
-17 -23 -35 -41 -47 -53 0
-17 -23 -35 -41 -47 -59 0
-17 -23 -35 -41 -53 -59 0
-17 -23 -35 -47 -53 -59 0
-17 -23 -41 -47 -53 -59 0
-17 -29 -35 -41 -47 -53 0
-17 -29 -35 -41 -47 -59 0
-17 -29 -35 -41 -53 -59 0
-17 -29 -35 -47 -53 -59 0
-17 -29 -41 -47 -53 -59 0
-17 -35 -41 -47 -53 -59 0
-23 -29 -35 -41 -47 -53 0
-23 -29 -35 -41 -47 -59 0
-23 -29 -35 -41 -53 -59 0
-23 -29 -35 -47 -53 -59 0
-23 -29 -41 -47 -53 -59 0
-23 -35 -41 -47 -53 -59 0
-29 -35 -41 -47 -53 -59 0
6 11 17 23 29 35 0
6 11 17 23 29 41 0
6 11 17 23 29 47 0
6 11 17 23 29 53 0
6 11 17 23 29 59 0
6 11 17 23 35 41 0
6 11 17 23 35 47 0
6 11 17 23 35 53 0
6 11 17 23 35 59 0
6 11 17 23 41 47 0
6 11 17 23 41 53 0
6 11 17 23 41 59 0
6 11 17 23 47 53 0
6 11 17 23 47 59 0
6 11 17 23 53 59 0
6 11 17 29 35 41 0
6 11 17 29 35 47 0
6 11 17 29 35 53 0
6 11 17 29 35 59 0
6 11 17 29 41 47 0
6 11 17 29 41 53 0
6 11 17 29 41 59 0
6 11 17 29 47 53 0
6 11 17 29 47 59 0
6 11 17 29 53 59 0
6 11 17 35 41 47 0
6 11 17 35 41 53 0
6 11 17 35 41 59 0
6 11 17 35 47 53 0
6 11 17 35 47 59 0
6 11 17 35 53 59 0
6 11 17 41 47 53 0
6 11 17 41 47 59 0
6 11 17 41 53 59 0
6 11 17 47 53 59 0
6 11 23 29 35 41 0
6 11 23 29 35 47 0
6 11 23 29 35 53 0
6 11 23 29 35 59 0
6 11 23 29 41 47 0
6 11 23 29 41 53 0
6 11 23 29 41 59 0
6 11 23 29 47 53 0
6 11 23 29 47 59 0
6 11 23 29 53 59 0
6 11 23 35 41 47 0
6 11 23 35 41 53 0
6 11 23 35 41 59 0
6 11 23 35 47 53 0
6 11 23 35 47 59 0
6 11 23 35 53 59 0
6 11 23 41 47 53 0
6 11 23 41 47 59 0
6 11 23 41 53 59 0
6 11 23 47 53 59 0
6 11 29 35 41 47 0
6 11 29 35 41 53 0
6 11 29 35 41 59 0
6 11 29 35 47 53 0
6 11 29 35 47 59 0
6 11 29 35 53 59 0
6 11 29 41 47 53 0
6 11 29 41 47 59 0
6 11 29 41 53 59 0
6 11 29 47 53 59 0
6 11 35 41 47 53 0
6 11 35 41 47 59 0
6 11 35 41 53 59 0
6 11 35 47 53 59 0
6 11 41 47 53 59 0
6 17 23 29 35 41 0
6 17 23 29 35 47 0
6 17 23 29 35 53 0
6 17 23 29 35 59 0
6 17 23 29 41 47 0
6 17 23 29 41 53 0
6 17 23 29 41 59 0
6 17 23 29 47 53 0
6 17 23 29 47 59 0
6 17 23 29 53 59 0
6 17 23 35 41 47 0
6 17 23 35 41 53 0
6 17 23 35 41 59 0
6 17 23 35 47 53 0
6 17 23 35 47 59 0
6 17 23 35 53 59 0
6 17 23 41 47 53 0
6 17 23 41 47 59 0
6 17 23 41 53 59 0
6 17 23 47 53 59 0
6 17 29 35 41 47 0
6 17 29 35 41 53 0
6 17 29 35 41 59 0
6 17 29 35 47 53 0
6 17 29 35 47 59 0
6 17 29 35 53 59 0
6 17 29 41 47 53 0
6 17 29 41 47 59 0
6 17 29 41 53 59 0
